away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
?,Sundby,Aug 05,?,Sakskobing,Denmark: Landspokal Cup,6291302,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""JP Air Tech Arena"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717001"", ""@fix_id"": ""4224396"", ""@id"": ""6291302"", ""localteam"": {""@name"": ""Sakskobing"", ""@goals"": ""?"", ""@id"": ""8697""}, ""visitorteam"": {""@name"": ""Sundby"", ""@goals"": ""?"", ""@id"": ""24658""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717001,16:00,16:00,JP Air Tech Arena
?,Aarhus Fremad,Aug 05,?,Skibsby-Hojene,Denmark: Landspokal Cup,6245090,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Skibsby-H\u00f8jene IF Anl\u00e6g"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3725275"", ""@fix_id"": ""4232672"", ""@id"": ""6245090"", ""localteam"": {""@name"": ""Skibsby-Hojene"", ""@goals"": ""?"", ""@id"": ""42520""}, ""visitorteam"": {""@name"": ""Aarhus Fremad"", ""@goals"": ""?"", ""@id"": ""8679""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3725275,16:00,16:00,Skibsby-Højene IF Anlæg
?,Thisted FC,Aug 05,?,Skodstrup SF,Denmark: Landspokal Cup,6291303,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291303"", ""localteam"": {""@name"": ""Skodstrup SF"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Thisted FC"", ""@goals"": ""?"", ""@id"": ""8807""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,16:00,16:00,
?,Hobro,Aug 05,?,Skovsgaard,Denmark: Landspokal Cup,6291300,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6291300"", ""localteam"": {""@name"": ""Skovsgaard"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Hobro"", ""@goals"": ""?"", ""@id"": ""8742""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,16:00,16:00,
?,Kolding IF,Aug 05,?,Odense KFUM,Denmark: Landspokal Cup,6245087,,"{""@status"": ""16:15"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:15"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717007"", ""@fix_id"": ""4224402"", ""@id"": ""6245087"", ""localteam"": {""@name"": ""Odense KFUM"", ""@goals"": ""?"", ""@id"": ""32688""}, ""visitorteam"": {""@name"": ""Kolding IF"", ""@goals"": ""?"", ""@id"": ""8756""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717007,16:15,16:15,
?,Tune,Aug 05,?,ESPM,Denmark: Landspokal Cup,6315718,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717049"", ""@fix_id"": ""4224444"", ""@id"": ""6315718"", ""localteam"": {""@name"": ""ESPM"", ""@goals"": ""?"", ""@id"": ""33683""}, ""visitorteam"": {""@name"": ""Tune"", ""@goals"": ""?"", ""@id"": ""36845""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717049,16:30,16:30,
?,Norresundby,Aug 05,?,Farso Ullits,Denmark: Landspokal Cup,6315719,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Fars\u00f8 atletikstadion"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717061"", ""@fix_id"": ""4224456"", ""@id"": ""6315719"", ""localteam"": {""@name"": ""Farso Ullits"", ""@goals"": ""?"", ""@id"": ""36842""}, ""visitorteam"": {""@name"": ""Norresundby"", ""@goals"": ""?"", ""@id"": ""24737""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717061,16:30,16:30,Farsø atletikstadion
?,Hellerup,Aug 05,?,Fredensborg,Denmark: Landspokal Cup,6315720,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Fredensborg Stadion"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717050"", ""@fix_id"": ""4224445"", ""@id"": ""6315720"", ""localteam"": {""@name"": ""Fredensborg"", ""@goals"": ""?"", ""@id"": ""19425""}, ""visitorteam"": {""@name"": ""Hellerup"", ""@goals"": ""?"", ""@id"": ""9673""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717050,16:30,16:30,Fredensborg Stadion
?,Roskilde,Aug 05,?,Kastrup,Denmark: Landspokal Cup,6315721,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Kastrup IA ved R\u00f8llikevej"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3717044"", ""@fix_id"": ""4224439"", ""@id"": ""6315721"", ""localteam"": {""@name"": ""Kastrup"", ""@goals"": ""?"", ""@id"": ""8752""}, ""visitorteam"": {""@name"": ""Roskilde"", ""@goals"": ""?"", ""@id"": ""8790""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717044,16:30,16:30,Kastrup IA ved Røllikevej
?,Middelfart,Aug 05,?,OKS Odense,Denmark: Landspokal Cup,6315722,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""OKSON-Park"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3717054"", ""@fix_id"": ""4224449"", ""@id"": ""6315722"", ""localteam"": {""@name"": ""OKS Odense"", ""@goals"": ""?"", ""@id"": ""8782""}, ""visitorteam"": {""@name"": ""Middelfart"", ""@goals"": ""?"", ""@id"": ""8766""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717054,16:30,16:30,OKSON-Park
?,Kjellerup,Aug 05,?,Skanderborg,Denmark: Landspokal Cup,6315723,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3717056"", ""@fix_id"": ""4224451"", ""@id"": ""6315723"", ""localteam"": {""@name"": ""Skanderborg"", ""@goals"": ""?"", ""@id"": ""19433""}, ""visitorteam"": {""@name"": ""Kjellerup"", ""@goals"": ""?"", ""@id"": ""8753""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717056,16:30,16:30,
?,FA 2000,Aug 05,?,Tarnby FF,Denmark: Landspokal Cup,6245092,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Vestamager Idr\u00e6tsanl\u00e6g"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3717002"", ""@fix_id"": ""4224397"", ""@id"": ""6245092"", ""localteam"": {""@name"": ""Tarnby FF"", ""@goals"": ""?"", ""@id"": ""24663""}, ""visitorteam"": {""@name"": ""FA 2000"", ""@goals"": ""?"", ""@id"": ""20788""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3717002,16:30,16:30,Vestamager Idrætsanlæg
?,TRIF,Aug 05,?,Mejrup,Denmark: Landspokal Cup,6245086,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Mejrup Kultur &amp;amp; Fritidscenter"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3725280"", ""@fix_id"": ""4232677"", ""@id"": ""6245086"", ""localteam"": {""@name"": ""Mejrup"", ""@goals"": ""?"", ""@id"": ""22391""}, ""visitorteam"": {""@name"": ""TRIF"", ""@goals"": ""?"", ""@id"": ""42524""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3725280,17:00,17:00,Mejrup Kultur &amp;amp; Fritidscenter
?,VSK Aarhus,Aug 05,?,Norager,Denmark: Landspokal Cup,6315724,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3725278"", ""@fix_id"": ""4232675"", ""@id"": ""6315724"", ""localteam"": {""@name"": ""Norager"", ""@goals"": ""?"", ""@id"": ""42522""}, ""visitorteam"": {""@name"": ""VSK Aarhus"", ""@goals"": ""?"", ""@id"": ""25953""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3725278,17:00,17:00,
?,Avarta,Aug 05,?,Raklev,Denmark: Landspokal Cup,6315725,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3725279"", ""@fix_id"": ""4232676"", ""@id"": ""6315725"", ""localteam"": {""@name"": ""Raklev"", ""@goals"": ""?"", ""@id"": ""42523""}, ""visitorteam"": {""@name"": ""Avarta"", ""@goals"": ""?"", ""@id"": ""8690""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3725279,17:00,17:00,
?,Vejgaard,Aug 05,?,Snejbjerg SG&I,Denmark: Landspokal Cup,6245091,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6245091"", ""localteam"": {""@name"": ""Snejbjerg SG&I"", ""@goals"": ""?"", ""@id"": """"}, ""visitorteam"": {""@name"": ""Vejgaard"", ""@goals"": ""?"", ""@id"": ""22217""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:00,17:00,
3,Vinotinto,Aug 05,3,Delfin,Ecuador: Liga Pro,6309790,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""00:00"", ""@commentary_available"": ""1191"", ""@venue"": ""Estadio Jocay"", ""@v"": ""150"", ""@static_id"": ""3640196"", ""@fix_id"": ""4147565"", ""@id"": ""6309790"", ""localteam"": {""@name"": ""Delfin"", ""@goals"": ""3"", ""@id"": ""8854""}, ""visitorteam"": {""@name"": ""Vinotinto"", ""@goals"": ""3"", ""@id"": ""37975""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""2"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Mendoza"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": ""N. Gallardo"", ""@assistid"": ""519493"", ""@eventid"": ""63097901""}, {""@type"": ""goal"", ""@minute"": ""26"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Monti"", ""@result"": ""[1 - 1]"", ""@playerId"": ""608048"", ""@assist"": ""D. Luna"", ""@assistid"": ""180590"", ""@eventid"": ""63097902""}, {""@type"": ""yellowcard"", ""@minute"": ""33"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Vega"", ""@result"": """", ""@playerId"": ""174614"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097903""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""H. Batalla"", ""@result"": """", ""@playerId"": ""328666"", ""@assist"": ""E. Cabeza"", ""@assistid"": ""669754"", ""@eventid"": ""63097904""}, {""@type"": ""goal"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Perez Tica"", ""@result"": ""[2 - 1]"", ""@playerId"": ""797040"", ""@assist"": ""E. Vega"", ""@assistid"": ""174614"", ""@eventid"": ""63097905""}, {""@type"": ""yellowcard"", ""@minute"": ""49"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""K. Ushina"", ""@result"": """", ""@playerId"": ""408118"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097906""}, {""@type"": ""goal"", ""@minute"": ""52"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Mendoza"", ""@result"": ""[3 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097907""}, {""@type"": ""subst"", ""@minute"": ""61"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""L. Gomez"", ""@result"": """", ""@playerId"": ""651480"", ""@assist"": ""E. Rodriguez"", ""@assistid"": ""600475"", ""@eventid"": ""63097908""}, {""@type"": ""subst"", ""@minute"": ""61"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""C. Larotonda"", ""@result"": """", ""@playerId"": ""472833"", ""@assist"": ""K. Coba"", ""@assistid"": ""1022160"", ""@eventid"": ""63097909""}, {""@type"": ""subst"", ""@minute"": ""61"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Mina"", ""@result"": """", ""@playerId"": ""741621"", ""@assist"": ""K. Ushina"", ""@assistid"": ""408118"", ""@eventid"": ""630979010""}, {""@type"": ""yellowcard"", ""@minute"": ""67"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Hernandez"", ""@result"": """", ""@playerId"": ""816249"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979011""}, {""@type"": ""goal"", ""@minute"": ""70"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Monti"", ""@result"": ""[3 - 2]"", ""@playerId"": ""608048"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979012""}, {""@type"": ""goal"", ""@minute"": ""75"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Ibarra"", ""@result"": ""[3 - 3]"", ""@playerId"": ""282877"", ""@assist"": ""R. Monti"", ""@assistid"": ""608048"", ""@eventid"": ""630979013""}, {""@type"": ""subst"", ""@minute"": ""80"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Nazareno"", ""@result"": """", ""@playerId"": ""398921"", ""@assist"": ""J. Perez Tica"", ""@assistid"": ""797040"", ""@eventid"": ""630979014""}, {""@type"": ""subst"", ""@minute"": ""80"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Vivar"", ""@result"": """", ""@playerId"": ""425842"", ""@assist"": ""M. Reyes"", ""@assistid"": ""692218"", ""@eventid"": ""630979015""}, {""@type"": ""subst"", ""@minute"": ""84"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Melo"", ""@result"": """", ""@playerId"": ""839740"", ""@assist"": ""M. Julio"", ""@assistid"": ""348455"", ""@eventid"": ""630979016""}, {""@type"": ""yellowred"", ""@minute"": ""86"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Hernandez"", ""@result"": """", ""@playerId"": ""816249"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979017""}, {""@type"": ""subst"", ""@minute"": ""88"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""I. Iriarte"", ""@result"": """", ""@playerId"": ""686652"", ""@assist"": ""D. Luna"", ""@assistid"": ""180590"", ""@eventid"": ""630979018""}]}, ""ht"": {""@score"": ""[1-1]""}, ""ft"": {""@score"": ""[3-3]""}}",sport_soccernew/home,3640196,FT,00:00,Estadio Jocay
?,Oldham,Aug 05,?,Accrington,England: Efl Cup - Preliminary,6200790,,"{""@status"": ""18:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:45"", ""@commentary_available"": ""1199"", ""@heatmap"": """", ""@venue"": ""Wham Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3711476"", ""@fix_id"": ""4218870"", ""@id"": ""6200790"", ""localteam"": {""@name"": ""Accrington"", ""@goals"": ""?"", ""@id"": ""8987""}, ""visitorteam"": {""@name"": ""Oldham"", ""@goals"": ""?"", ""@id"": ""9301""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3711476,18:45,18:45,Wham Stadium
?,Parnu JK Vaprus,Aug 05,?,Tallinna Kalev,Estonia: Meistriliiga,6202066,,"{""@status"": ""16:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Kadrioru staadion"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3651604"", ""@fix_id"": ""4158977"", ""@id"": ""6202066"", ""localteam"": {""@name"": ""Tallinna Kalev"", ""@goals"": ""?"", ""@id"": ""9515""}, ""visitorteam"": {""@name"": ""Parnu JK Vaprus"", ""@goals"": ""?"", ""@id"": ""33144""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3651604,16:00,16:00,Kadrioru staadion
?,FC Copenhagen,Aug 05,?,Malmo FF,Europe: Champions League - Qualification,6316233,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1005"", ""@heatmap"": """", ""@venue"": ""Eleda Stadion"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721353"", ""@fix_id"": ""4228750"", ""@id"": ""6316233"", ""localteam"": {""@name"": ""Malmo FF"", ""@goals"": ""?"", ""@id"": ""16520""}, ""visitorteam"": {""@name"": ""FC Copenhagen"", ""@goals"": ""?"", ""@id"": ""8757""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721353,17:00,17:00,Eleda Stadion
?,Pafos,Aug 05,?,Dyn. Kyiv,Europe: Champions League - Qualification,6316282,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1005"", ""@heatmap"": """", ""@venue"": ""Motor Lublin Arena"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721354"", ""@fix_id"": ""4228751"", ""@id"": ""6316282"", ""localteam"": {""@name"": ""Dyn. Kyiv"", ""@goals"": ""?"", ""@id"": ""17152""}, ""visitorteam"": {""@name"": ""Pafos"", ""@goals"": ""?"", ""@id"": ""31889""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721354,18:00,18:00,Motor Lublin Arena
?,Qarabag,Aug 05,?,Shkendija,Europe: Champions League - Qualification,6316277,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": ""1005"", ""@heatmap"": """", ""@venue"": ""To\u0161e Proeski Arena"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721355"", ""@fix_id"": ""4228752"", ""@id"": ""6316277"", ""localteam"": {""@name"": ""Shkendija"", ""@goals"": ""?"", ""@id"": ""12757""}, ""visitorteam"": {""@name"": ""Qarabag"", ""@goals"": ""?"", ""@id"": ""6573""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721355,18:00,18:00,Toše Proeski Arena
